source_id,raw_u-g,raw_g-r,raw_r-i,raw_i-z,u-g,g-r,r-i,i-z,r_mag,concentration_r,z_spec,z_spec_err,is_valid
48615,1.4544899999999998,0.8113100000000024,0.38947999999999894,0.3056200000000011,1.4108101000000026,0.7638034000000005,0.3620867299999979,0.2853200500000028,17.1923969,2.1707913273201283,0.1333314,1.667204e-05,False
44093,2.6677399999999984,1.7452500000000022,0.5919999999999987,0.28381999999999863,2.657670539999998,1.734298380000002,0.5856850700000003,0.2791402899999973,19.02123804,2.936150053387462,0.3272534,7.850349e-05,False
15444,1.6374400000000016,0.9971600000000009,0.4881999999999991,0.41591999999999985,1.5905035000000005,0.9461116000000018,0.45876442999999867,0.3941065899999998,17.3431169,2.974323958768366,0.1116773,4.064411e-05,True
91670,1.0867199999999997,0.4627100000000013,0.2937999999999974,0.1719600000000021,1.071501689999998,0.4461584500000022,0.2842560299999981,0.16488739000000052,17.464208449999997,1.96271503156203,0.06206643,8.28861e-06,False
79157,1.2983399999999996,0.5469400000000029,0.30727999999999867,0.21199000000000012,1.275806039999999,0.5224319600000022,0.29314813999999956,0.20151750999999862,17.4191193,2.117138804911731,0.04005155,1.259213e-05,False
88693,0.39424999999999955,1.8221300000000014,1.0216999999999992,0.7112599999999993,0.3872026100000028,1.8144652100000016,1.0172803199999976,0.7079847699999995,21.563635629999997,3.4198893678439193,0.5478097,0.0002397416,False
41748,2.175699999999999,1.403690000000001,0.5324999999999989,0.354020000000002,2.1475513799999995,1.3730753300000025,0.5148469399999982,0.34093809000000164,16.95258239,3.08666326327871,0.2091622,4.005519e-05,False
93851,3.6015499999999996,1.5135400000000025,1.0235499999999966,0.5195400000000028,3.5483705000000008,1.4557016000000012,0.9901991199999962,0.49482516000000487,20.713126,2.6250795339330715,0.5202228,0.0001143277,True
67523,1.5344799999999985,0.9546199999999985,0.5214700000000008,0.2847200000000001,1.5252029599999979,0.944530229999998,0.515652020000001,0.28040856000000147,17.770662520000002,2.9921143748461105,0.1175838,9.932442e-06,False
98658,4.129430000000003,1.6763299999999965,1.1535400000000031,0.5002999999999993,4.030684700000002,1.5689338999999975,1.0916131000000036,0.45440869999999833,20.684568900000002,2.2603412197390296,0.6149547,0.0001394059,False
